index,model,row,column,angle_deg,scale_row,scale_column,score
0,nut,323.50754834442239,278.57225197422167,-0.057055038473313939,1.0038179958924436,1.0038179958924436,0.99927871585624217
1,ring,120.49079261353207,298.47165470019127,0.089864305111987119,1.0113297087666886,1.0113297087666886,0.99714492528141818
2,ring,120.98724007486172,457.04340659765677,16.477752173351753,0.80000000000000004,0.80000000000000004,0.99574231475055086
3,nut,322.76936771442826,525.92202818855117,45.701373668692625,0.68394087425461003,0.68394087425461003,0.99451089850418839
4,nut,323.80084250125725,110.97909816915019,43.803192204281856,1.267335712014072,1.267335712014072,0.97817939147631705
5,ring,119.32965854356068,129.7089480757115,18.32655299736318,1.1276129405826376,1.1276129405826376,0.96760441531722563
6,nut,322.35065564424173,410.02150783910389,9.5501034899470838,0.86725379124056778,0.86725379124056778,0.9149759546302505
