contour_index,point_index,row,column
1,77,14.902145,-15.889578
1,78,13.842220,-16.881815
1,79,12.679146,-17.757318
1,80,11.528762,-18.546400
1,81,10.817352,-19.044548
1,82,9.576748,-19.652643
1,83,8.798435,-20.166073
1,84,7.530756,-20.582016
1,85,6.635113,-20.892050
1,86,5.451949,-21.322870
1,87,4.504580,-21.521870
1,88,3.538219,-21.691095
1,89,2.556926,-21.857821
1,90,1.459893,-22.007252
1,91,0.497542,-22.069838
1,92,-0.484943,-22.060844
1,93,-1.464579,-21.992292
1,94,-2.538518,-21.878757
1,95,-3.533698,-21.739777
1,96,-4.516490,-21.585127
1,97,-5.480583,-21.410021
1,98,-6.398439,-21.158211
1,99,-7.565967,-20.681662
1,100,-8.445139,-20.371258
1,101,-9.613712,-19.744272
1,102,-10.443706,-19.394524
1,103,-11.596621,-18.645367
1,104,-12.748755,-17.831673
1,105,-13.906433,-16.973003
1,106,-15.026464,-16.017904
1,107,-15.972048,-14.904613
1,108,-16.836597,-13.744198
1,109,-17.630611,-12.582492
1,110,-18.421227,-11.451631
1,111,-18.837244,-10.684875
1,112,-19.477982,-9.490279
1,113,-19.818743,-8.626057
1,114,-20.361572,-7.451143
1,115,-20.594210,-6.522591
1,116,-20.785116,-5.543065
1,117,-20.989216,-4.567571
1,118,-21.211832,-3.460977
