index,model,row,column,angle_deg,scale_row,scale_column,score
0,nut,323.49999938929938,278.50000013533304,-1.1606672164637235e-06,1.0000000171533165,1.0000000171533165,0.99927871585624217
1,ring,120.49999954324754,298.49999822496932,-1.9425935724690271e-07,1.0000000182412094,1.0000000182412094,0.99714492528141818
2,ring,120.98724007486172,457.04340659765677,16.477752173351753,0.80000000000000004,0.80000000000000004,0.99574231475055086
3,nut,323.873691640917,525.53724326648637,45.634674530204805,0.68795555441670131,0.68795555441670131,0.99451089850418839
4,nut,324.26458699043974,109.38778816669597,44.075553002538818,1.2704744572625464,1.2704744572625464,0.97817939147631705
5,ring,119.49948338604042,129.69805315855763,18.268045607378337,1.1037043915619735,1.1037043915619735,0.96760441531722563
6,nut,322.93139935640738,410.53704413873498,9.5049914624589213,0.88350046400590954,0.88350046400590954,0.9149759546302505
